"canonicalName","acceptedNameUsage","NSL","GBIF","OBSERVATION_TOT","SPECIMEN_TOT","GlobalFungi","synonym_canonicalNames","GSMc","UNITE"
"Auritella dolichocystis","Auritella dolichocystis Matheny, Trappe & Bougher ex Matheny, Trappe & Bougher","yes","yes",0,2,NA,"Auritella dolichocystis",NA,NA
"Auritella fulvella","Auritella fulvella Matheny & Bougher","yes","yes",0,7,"yes","Auritella fulvella","yes","yes"
"Auritella geoaustralis","Auritella geoaustralis Matheny & Bougher ex Bougher & Matheny","yes","yes",0,2,NA,"Auritella geoaustralis",NA,NA
"Auritella robusta","Auritella robusta Matheny, Bougher & G.M.Gates","yes","yes",0,8,NA,"Auritella robusta",NA,"yes"
"Auritella serpentinocystis","Auritella serpentinocystis Matheny, Trappe & Bougher ex Matheny, Trappe & Bougher","yes","yes",0,8,NA,"Auritella serpentinocystis",NA,"yes"
"Austroboletus asper","Austroboletus asper K.Syme, Bonito, T.Lebel, N.A.Fechner & Halling","yes","yes",7,29,"yes","Austroboletus asper",NA,"yes"
"Austroboletus austrovirens","Austroboletus austrovirens N.A.Fechner, Bougher, Bonito & Halling","yes","yes",4,16,"yes","Austroboletus austrovirens","yes","yes"
"Austroboletus dictyotus","Austroboletus dictyotus",NA,"yes",0,1,NA,"Austroboletus dictyotus",NA,NA
"Austroboletus eburneus","Austroboletus eburneus Watling & N.M.Greg.","yes","yes",2,3,NA,"Austroboletus eburneus",NA,NA
"Austroboletus fusisporus","Austroboletus fusisporus",NA,"yes",0,1,NA,"Austroboletus fusisporus",NA,"yes"
"Austroboletus lacunosus","Austroboletus lacunosus (Kuntze) T.W.May & A.E.Wood","yes","yes",214,113,NA,"Austroboletus cookei, Austroboletus lacunosus, Boletus cookei, Boletus lacunosus, Porphyrellus cookei, Suillus lacunosus","yes","yes"
"Austroboletus mutabilis","Austroboletus mutabilis Halling, Osmundson & M.A.Neves","yes","yes",22,59,NA,"Austroboletus mutabilis",NA,"yes"
"Austroboletus niveus","Austroboletus niveus (G.Stev.) Wolfe","yes",NA,0,0,NA,"Austroboletus niveus",NA,NA
"Austroboletus novaezelandiae","Austroboletus novaezelandiae (McNabb) Wolfe","yes",NA,0,0,NA,"Austroboletus novaezelandiae",NA,NA
"Austroboletus occidentalis","Austroboletus occidentalis Watling & N.M.Greg.","yes","yes",109,76,NA,"Austroboletus occidentalis",NA,NA
"Austroboletus rarus","Austroboletus rarus",NA,"yes",2,5,NA,"Austroboletus rarus",NA,"yes"
"Austroboletus roseialbus","Austroboletus roseialbus N.A.Fechner, Bonito, T.Lebel & Halling","yes","yes",8,4,NA,"Austroboletus roseialbus",NA,"yes"
"Austroboletus rostrupii","Austroboletus rostrupii (Syd. & P.Syd.) E.Horak","yes","yes",11,22,NA,"Austroboletus rostrupii, Boletus lacunosus, Boletus rostrupii",NA,"yes"
"Austroboletus subflavidus","Austroboletus subflavidus (Murrill) Wolfe","yes",NA,0,0,NA,"Austroboletus subflavidus, Boletellus subflavidus, Porphyrellus subflavidus, Tylopilus subflavidus",NA,"yes"
"Austroboletus subvirens","Austroboletus subvirens (Hongo) Wolfe","yes","yes",1,7,NA,"Austroboletus subvirens",NA,"yes"
"Austroboletus viscidoviridis","Austroboletus viscidoviridis N.A.Fechner, Bonito, T.Lebel & Halling","yes","yes",2,4,NA,"Austroboletus viscidoviridis",NA,"yes"
"Austroboletus yourkae","Austroboletus yourkae F.E.Guard, McMull.-Fish., J.van Wyk, T.Lebel, & Halling","yes","yes",1,6,NA,"Austroboletus yourkae",NA,NA
"Austrogautieria chlorospora","Austrogautieria chlorospora E.L.Stewart & Trappe","yes","yes",0,34,NA,"Austrogautieria chlorospora",NA,"yes"
"Austrogautieria clelandii","Austrogautieria clelandii E.L.Stewart & Trappe","yes","yes",0,37,NA,"Austrogautieria clelandii",NA,NA
"Austrogautieria costata","Austrogautieria costata E.L.Stewart & Trappe","yes","yes",1,32,NA,"Austrogautieria costata",NA,"yes"
"Austrogautieria macrospora","Austrogautieria macrospora E.L.Stewart & Trappe","yes","yes",1,14,NA,"Austrogautieria macrospora","yes",NA
"Austrogautieria manjimupana","Austrogautieria manjimupana Trappe & E.L.Stewart","yes","yes",0,47,NA,"Austrogautieria manjimupana",NA,NA
"Austrogautieria rodwayi","Austrogautieria rodwayi (Massee) E.L.Stewart & Trappe","yes","yes",0,11,NA,"Austrogautieria rodwayi, Gautieria rodwayi, Hymenogaster rodwayi",NA,NA
"Austropaxillus infundibuliformis","Austropaxillus infundibuliformis (Cleland) Bresinsky & Jarosch","yes","yes",435,96,"yes","Austropaxillus infundibuliformis, Paxillus infundibuliformis, Phylloporus infundibuliformis",NA,"yes"
"Austropaxillus mcnabbii","Austropaxillus mcnabbii",NA,"yes",4,3,NA,"Austropaxillus mcnabbii",NA,NA
"Austropaxillus muelleri","Austropaxillus muelleri (Berk.) Bresinsky & Jarosch","yes","yes",927,121,NA,"Austropaxillus muelleri, Paxillus muelleri",NA,NA
"Balsamia platyspora","Balsamia platyspora Berk.","yes","yes",0,1,NA,"Balsamia platyspora",NA,NA
"Bankera violascens","Bankera violascens",NA,NA,NA,NA,NA,NA,"yes",NA
"Boletellus ananiceps","Boletellus ananiceps (Berk.) Singer","yes","yes",105,112,NA,"Boletellus ananiceps, Boletus ananiceps, Strobilomyces ananiceps",NA,NA
"Boletellus aurocontextus","Boletellus aurocontextus",NA,"yes",2,0,NA,"Boletellus aurocontextus",NA,"yes"
"Boletellus badiovinosus","Boletellus badiovinosus",NA,"yes",26,4,NA,"Boletellus badiovinosus",NA,NA
"Boletellus coccineus","Boletellus coccineus (Fr.) Singer","yes","yes",7,23,NA,"Boletellus ananas, Boletellus coccineus, Boletus ananas",NA,NA
"Boletellus deceptivus","Boletellus deceptivus Halling & N.A.Fechner","yes","yes",114,52,NA,"Boletellus deceptivus",NA,NA
"Boletellus dissiliens","Boletellus dissiliens (Corner) Pegler & T.W.K.Young","yes","yes",78,82,NA,"Boletellus dissiliens, Boletus dissiliens",NA,NA
"Boletellus emodensis","Boletellus emodensis (Berk.) Singer","yes","yes",748,202,NA,"Boletellus emodensis, Boletus emodensis",NA,"yes"
"Boletellus floriformis","Boletellus floriformis Imazeki","yes",NA,0,0,NA,"Boletellus floriformis",NA,NA
"Boletellus obscurecoccineus","Boletellus obscurecoccineus (Höhn.) Singer","yes","yes",1259,163,NA,"Boletellus obscurecoccineus, Boletus obscurecoccineus",NA,"yes"
"Boletellus pallescens","Boletellus pallescens (Cooke & Massee) E.-J.Gilbert","yes",NA,0,0,NA,"Boletellus ligulatus, Boletellus pallescens, Strobilomyces ligulatus, Strobilomyces pallescens",NA,NA
"Boletellus reminiscens","Boletellus reminiscens Halling & N.A.Fechner","yes","yes",5,11,NA,"Boletellus reminiscens",NA,NA
"Boletellus rufescens","Boletellus rufescens (Cooke & Massee) Singer","yes",NA,0,0,NA,"Boletellus rufescens, Strobilomyces rufescens",NA,NA
"Boletellus sinapipes","Boletellus sinapipes N.A.Fechner, K.Syme, R.Rob., & Halling","yes","yes",12,39,NA,"Boletellus sinapipes",NA,NA
"Boletopsis leucomelaena","Boletopsis leucomelaena",NA,NA,NA,NA,NA,NA,"yes","yes"
"Boletus aereus","Boletus aereus Bull.","yes",NA,0,0,NA,"Boletus aereus",NA,"yes"
"Boletus aestivalis","Boletus aestivalis (Paulet) Fr.","yes",NA,0,0,NA,"Boletus aestivalis",NA,NA
"Boletus alliaceus","Boletus alliaceus Berk.","yes",NA,0,0,NA,"Boletus alliaceus",NA,NA
"Boletus alliciens","Boletus alliciens Berk.","yes",NA,0,0,NA,"Boletus alliciens, Suillus alliciens",NA,NA
"Boletus angustisporus","Boletus angustisporus T.H.Li & Watling","yes","yes",0,1,NA,"Boletus angustisporus",NA,NA
"Boletus arenarius","Boletus arenarius Fr.","yes",NA,0,0,NA,"Boletus arenarius, Suillus arenarius",NA,NA
"Boletus australis","Boletus australis Cooke & Massee","yes",NA,0,0,NA,"Boletus australis, Suillus australis",NA,NA
"Boletus austroedulis","Boletus austroedulis Halling & N.A.Fechner","yes","yes",3,8,NA,"Boletus austroedulis",NA,"yes"
"Boletus austrofelleus","Boletus austrofelleus Cleland","yes",NA,0,0,NA,"Boletus austrofelleus",NA,NA
"Boletus barragensis","Boletus barragensis Grgur.","yes","yes",111,12,NA,"Boletus barragensis",NA,NA
"Boletus bicolor","Boletus bicolor",NA,NA,NA,NA,NA,NA,"yes",NA
"Boletus brunneus","Boletus brunneus Cooke & Massee","yes","yes",0,4,NA,"Boletus brunneus, Suillus brunneus",NA,NA
"Boletus caesareus","Boletus caesareus Fr.","yes",NA,0,0,NA,"Boletus caesareus, Suillus caesareus",NA,NA
"Boletus calopus","Boletus calopus Pers.","yes",NA,0,0,NA,"Boletus calopus, Boletus pachypus",NA,"yes"
"Boletus carramarus","Boletus carramarus Grgur.","yes","yes",5,9,NA,"Boletus carramarus",NA,NA
"Boletus cervicolor","Boletus cervicolor Corner","yes",NA,0,0,NA,"Boletus cervicolor",NA,NA
"Boletus curtisii","Boletus curtisii Berk.","yes",NA,0,0,NA,"Boletus curtisii",NA,NA
"Boletus dispersus","Boletus dispersus Corner","yes",NA,0,0,NA,"Boletus dispersus",NA,NA
"Boletus edulis","Boletus edulis Bull.","yes","yes",33,15,NA,"Boletus edulis",NA,"yes"
"Boletus emilei","Boletus emilei",NA,"yes",0,1,NA,"Boletus emilei",NA,NA
"Boletus emilii","Boletus emilii Barbier","yes",NA,0,0,NA,"Boletus emilii",NA,NA
"Boletus erythropus","Boletus erythropus (Pers.) Pers.","yes","yes",0,1,NA,"Boletus erythropus",NA,NA
"Boletus fragrans","Boletus fragrans Vittad.","yes",NA,0,0,NA,"Boletus fragrans",NA,NA
"Boletus glabellus","Boletus glabellus Peck","yes",NA,0,0,NA,"Boletus glabellus",NA,NA
"Boletus haedinus","Boletus haedinus Berk. & Broome","yes",NA,0,0,NA,"Boletus haedinus, Suillus haedinus",NA,NA
"Boletus hibiscus","Boletus hibiscus Corner","yes",NA,0,0,NA,"Boletus hibiscus",NA,NA
"Boletus infractus","Boletus infractus Fr.","yes",NA,0,0,NA,"Boletus infractus, Suillus infractus",NA,NA
"Boletus kundabungkid","Boletus kundabungkid",NA,"yes",0,1,NA,"Boletus kundabungkid",NA,"yes"
"Boletus leonis","Boletus leonis D.A.Reid","yes",NA,0,0,NA,"Boletus leonis",NA,NA
"Boletus leptospermi","Boletus leptospermi McNabb","yes",NA,0,0,NA,"Boletus leptospermi",NA,NA
"Boletus lilacinobrunneus","Boletus lilacinobrunneus Cleland","yes",NA,0,0,NA,"Boletus lilacinobrunneus",NA,NA
"Boletus luridiformis","Boletus luridiformis Rostk.","yes",NA,0,0,NA,"Boletus luridiformis",NA,NA
"Boletus luridus","Boletus luridus Schaeff.","yes",NA,0,0,"yes","Boletus luridus",NA,"yes"
"Boletus magnificus","Boletus magnificus W.F.Chiu","yes",NA,0,0,NA,"Boletus magnificus",NA,NA
"Boletus megalosporus","Boletus megalosporus Berk.","yes","yes",0,1,NA,"Boletus megalosporus, Suillus megalosporus",NA,NA
"Boletus napipes","Boletus napipes F.Muell. ex Berk.","yes",NA,0,0,NA,"Boletus napipes, Suillus napipes",NA,NA
"Boletus nigerrimus","Boletus nigerrimus R.Heim","yes",NA,0,0,NA,"Boletus nigerrimus",NA,NA
"Boletus obscuratus","Boletus obscuratus",NA,"yes",0,16,NA,"Boletus obscuratus",NA,NA
"Boletus obscureorubeus","Boletus obscureorubeus T.H.Li & Watling","yes",NA,0,0,NA,"Boletus obscureorubeus",NA,NA
"Boletus prolinius","Boletus prolinius Grgur.","yes","yes",4,6,NA,"Boletus prolinius",NA,NA
"Boletus punctatobrunneus","Boletus punctatobrunneus Cleland","yes",NA,0,0,NA,"Boletus fuscus, Boletus punctatobrunneus",NA,NA
"Boletus queletii","Boletus queletii Schulzer","yes",NA,0,0,NA,"Boletus queletii",NA,NA
"Boletus quisquiliarum","Boletus quisquiliarum Corner","yes",NA,0,0,NA,"Boletus quisquiliarum",NA,NA
"Boletus rawlingsii","Boletus rawlingsii",NA,"yes",8,32,NA,"Boletus rawlingsii",NA,"yes"
"Boletus retipes","Boletus retipes Berk. & M.A.Curtis","yes",NA,0,0,NA,"Boletus retipes",NA,NA
"Boletus rhoadsiae","Boletus rhoadsiae (Murrill) Murrill","yes",NA,0,0,NA,"Boletus rhoadsiae",NA,NA
"Boletus rhodoleucus","Boletus rhodoleucus Corner","yes",NA,0,0,NA,"Boletus rhodoleucus",NA,NA
"Boletus romanus","Boletus romanus Ottaviani ex Badham","yes",NA,0,0,NA,"Boletus romanus",NA,NA
"Boletus rubellus","Boletus rubellus Krombh.","yes",NA,0,0,NA,"Boletus rubellus, Boletus sanguineus, Boletus versicolor",NA,NA
"Boletus rubeus","Boletus rubeus Frost","yes",NA,0,0,NA,"Boletus rubeus",NA,NA
"Boletus satanas","Boletus satanas Lenz","yes",NA,0,0,NA,"Boletus satanas",NA,"yes"
"Boletus scarlatinus","Boletus scarlatinus Cleland & Cheel","yes",NA,0,0,NA,"Boletus scarlatinus",NA,NA
"Boletus semigastroideus","Boletus semigastroideus",NA,NA,NA,NA,NA,NA,"yes","yes"
"Boletus sinapecruentus","Boletus sinapecruentus Cleland","yes","yes",2,17,NA,"Boletus sinapecruentus",NA,NA
"Boletus spadiceus","Boletus spadiceus Fr.","yes",NA,0,0,NA,"Boletus spadiceus",NA,NA
"Boletus subglobosus","Boletus subglobosus Cleland & Cheel","yes",NA,0,0,NA,"Boletus subglobosus",NA,NA
"Boletus subsimilis","Boletus subsimilis L.Preiss ex Fr.","yes",NA,0,0,NA,"Boletus subsimilis, Suillus subsimilis",NA,NA
"Boletus tasmanicus","Boletus tasmanicus Hongo & A.K.Mills","yes","yes",143,7,NA,"Boletus tasmanicus",NA,NA
"Boletus tenax","Boletus tenax A.H.Sm. & Thiers","yes",NA,0,0,NA,"Boletus tenax",NA,NA
"Boletus thozetii","Boletus thozetii Berk.","yes",NA,0,0,NA,"Boletus thozetii, Suillus thozetii",NA,NA
"Boletus umbriniporus","Boletus umbriniporus",NA,"yes",0,3,NA,"Boletus umbriniporus",NA,NA
"Boletus valens","Boletus valens Corner","yes",NA,0,0,NA,"Boletus valens",NA,NA
"Boletus viridis","Boletus viridis (Heinem. & Goos.) Corner","yes","yes",0,1,NA,"Boletus viridis, Pulveroboletus viridis",NA,NA
"Butyriboletus subappendiculatus","Butyriboletus subappendiculatus",NA,"yes",0,1,NA,"Butyriboletus subappendiculatus",NA,"yes"
"Byssocorticium atrovirens","Byssocorticium atrovirens (Fr.) Bondartsev & Singer","yes","yes",0,1,NA,"Byssocorticium atrovirens, Coniophora atrovirens, Corticium atrovirens, Thelephora atrovirens",NA,"yes"
"Byssoporia terrestris","Byssoporia terrestris (DC.) M.J.Larsen & Zak","yes",NA,0,0,NA,"Byssoporia terrestris, Polyporus terrestris",NA,"yes"
"Caloboletus calopus","Caloboletus calopus",NA,"yes",0,3,NA,"Caloboletus calopus",NA,NA
"Caloboletus radicans","Caloboletus radicans",NA,"yes",0,1,NA,"Caloboletus radicans",NA,"yes"
"Calostoma fuhreri","Calostoma fuhreri Crichton & J.H.Willis","yes","yes",14,20,NA,"Calostoma fuhreri",NA,NA
"Calostoma fuscum","Calostoma fuscum (Berk.) Massee","yes","yes",581,181,NA,"Calostoma aeruginosum, Calostoma fuscum, Calostoma luridum, Mitremyces aeruginosus, Mitremyces fuscus, Mitremyces luridus",NA,"yes"
"Calostoma insigne","Calostoma insigne (Berk.) Massee","yes",NA,0,0,NA,"Calostoma insigne, Husseia insignis",NA,"yes"
"Calostoma rodwayi","Calostoma rodwayi (Lloyd) Lloyd","yes","yes",95,61,NA,"Calostoma rodwayi, Mitremyces rodwayi","yes","yes"
"Calostoma viride","Calostoma viride (Berk.) Massee","yes","yes",0,1,NA,"Calostoma viride, Mitremyces viridis",NA,NA
"Cantharellus appalachiensis","Cantharellus appalachiensis",NA,NA,NA,NA,NA,NA,"yes","yes"
"Cantharellus attenuatus","Cantharellus attenuatus Cleland","yes","yes",2,1,NA,"Cantharellus attenuatus",NA,NA
"Cantharellus aureolus","Cantharellus aureolus Cooke & Massee","yes",NA,0,0,NA,"Cantharellus aureolus, Merulius aureolus",NA,NA
"Cantharellus cibarius","Cantharellus cibarius Fr.","yes","yes",9,22,NA,"Cantharellus cibarius, Cantharellus edulis",NA,"yes"
"Cantharellus cinereus","Cantharellus cinereus (Pers.) Fr.","yes","yes",28,10,NA,"Cantharellus cinereus",NA,"yes"
"Cantharellus cinnabarinus","Cantharellus cinnabarinus",NA,"yes",0,3,NA,"Cantharellus cinnabarinus",NA,"yes"
"Cantharellus concinnus","Cantharellus concinnus Berk.","yes",NA,0,0,NA,"Cantharellus concinnus, Merulius concinnus",NA,NA
"Cantharellus densifolius","Cantharellus densifolius Heinem.","yes",NA,0,0,NA,"Cantharellus densifolius",NA,NA
"Cantharellus foliolum","Cantharellus foliolum Kalchbr.","yes",NA,0,0,NA,"Cantharellus foliolum",NA,NA
"Cantharellus fuligineus","Cantharellus fuligineus Corner","yes",NA,0,0,NA,"Cantharellus fuligineus",NA,NA
"Cantharellus furcatus","Cantharellus furcatus",NA,"yes",0,1,NA,"Cantharellus furcatus",NA,NA
"Cantharellus granulosus","Cantharellus granulosus Cleland","yes",NA,0,0,NA,"Cantharellus granulosus",NA,NA
"Cantharellus imperatae","Cantharellus imperatae Cleland & Cheel","yes","yes",0,1,NA,"Cantharellus imperatae",NA,NA
"Cantharellus lateritius","Cantharellus lateritius",NA,"yes",0,3,NA,"Cantharellus lateritius",NA,NA
"Cantharellus lilacinus","Cantharellus lilacinus",NA,"yes",244,57,NA,"Cantharellus lilacinus",NA,"yes"
"Cantharellus nigripedes","Cantharellus nigripedes Cleland & Cheel","yes",NA,0,0,NA,"Cantharellus nigripedes",NA,NA
"Cantharellus ochraceoravus","Cantharellus ochraceoravus Grgur.","yes","yes",10,7,NA,"Cantharellus ochraceoravus, Cantharellus ochraceus",NA,NA
"Cantharellus odoratus","Cantharellus odoratus (Schwein.) Fr.","yes","yes",1,0,NA,"Cantharellus odoratus, Craterellus confluens, Craterellus odoratus, Merulius odoratus",NA,NA
"Cantharellus pallens","Cantharellus pallens",NA,"yes",0,1,NA,"Cantharellus pallens",NA,NA
"Cantharellus politus","Cantharellus politus Cooke & Massee","yes",NA,0,0,NA,"Cantharellus politus, Merulius politus",NA,NA
"Cantharellus pusio","Cantharellus pusio Berk.","yes",NA,0,0,NA,"Cantharellus pusio",NA,NA
"Cantharellus sikkimensis","Cantharellus sikkimensis",NA,NA,NA,NA,NA,NA,"yes",NA
"Cantharellus strigipes","Cantharellus strigipes Berk.","yes",NA,0,0,NA,"Cantharellus strigipes, Merulius strigipes",NA,NA
"Cantharellus triangularis","Cantharellus triangularis Cleland & Cheel","yes",NA,0,0,NA,"Cantharellus triangularis",NA,NA
"Cantharellus viscosus","Cantharellus viscosus Berk.","yes","yes",3,1,NA,"Cantharellus viscosus, Merulius viscosus",NA,NA
"Castoreum camphoratum","Castoreum camphoratum Trappe & Malajczuk","yes",NA,0,0,NA,"Castoreum camphoratum",NA,NA
"Castoreum radicatum","Castoreum radicatum Cooke & Massee","yes","yes",3,86,NA,"Castoreum radicatum, Diploderma avellaneum, Diploderma castoreum, Diploderma radicatum",NA,NA
"Castoreum tasmanicum","Castoreum tasmanicum G.Cunn.","yes","yes",0,7,NA,"Castoreum tasmanicum",NA,NA
"Cenococcum geophilum","Cenococcum geophilum",NA,NA,NA,NA,NA,NA,"yes","yes"
"Chamonixia albida","Chamonixia albida",NA,"yes",0,10,NA,"Chamonixia albida",NA,NA
"Chamonixia mucosa","Chamonixia mucosa (Petri) Corner & Hawker","yes",NA,0,0,NA,"Chamonixia mucosa, Gautieria mucosa, Hymenogaster mucosus",NA,NA
"Chamonixia pachydermis","Chamonixia pachydermis (Zeller & C.W.Dodge) G.W.Beaton, Pegler & T.W.K.Young","yes",NA,0,0,NA,"Chamonixia pachydermis, Hymenogaster pachydermis",NA,NA
"Chamonixia vittatispora","Chamonixia vittatispora G.W.Beaton, Pegler & T.W.K.Young","yes",NA,0,0,NA,"Chamonixia vittatispora",NA,NA
"Chondrogaster angustisporus","Chondrogaster angustisporus Giachini, Castellano, Trappe & V.L.Oliveira","yes","yes",0,4,NA,"Chondrogaster angustisporus",NA,NA
"Chondrogaster pachysporus","Chondrogaster pachysporus Maire","yes",NA,0,0,"yes","Chondrogaster pachysporus",NA,"yes"
"Chroogomphus rutilus","Chroogomphus rutilus",NA,"yes",1,1,NA,"Chroogomphus rutilus",NA,"yes"
"Clavulina amethystina","Clavulina amethystina (Bull.) Donk","yes","yes",0,16,NA,"Clavaria amethystina, Clavulina amethystina",NA,"yes"
"Clavulina cartilaginea","Clavulina cartilaginea (Berk. & M.A.Curtis) Corner","yes",NA,0,0,NA,"Clavulina cartilaginea, Lachnocladium cartilagineum",NA,NA
"Clavulina cinerea","Clavulina cinerea (Bull.) J.Schröt.","yes","yes",166,37,NA,"Clavaria cinerea, Clavaria grisea, Clavulina cinerea","yes","yes"
"Clavulina connata","Clavulina connata",NA,"yes",0,7,NA,"Clavulina connata",NA,NA
"Clavulina coralloides","Clavulina coralloides (L.) J.Schröt.","yes","yes",303,34,NA,"Clavaria coralloides, Clavaria cristata, Clavulina coralloides, Clavulina cristata, Ramaria cristata",NA,"yes"
"Clavulina decipiens","Clavulina decipiens Corner","yes","yes",0,1,NA,"Clavulina decipiens",NA,NA
"Clavulina fuscolilacina","Clavulina fuscolilacina (Berk.) Overeem","yes","yes",0,2,NA,"Clavaria fuscolilacina, Clavulina fuscolilacina",NA,NA
"Clavulina gallica","Clavulina gallica",NA,"yes",0,2,NA,"Clavulina gallica",NA,NA
"Clavulina geoglossoides","Clavulina geoglossoides Corner","yes","yes",1,7,NA,"Clavulina geoglossoides",NA,NA
"Clavulina iris","Clavulina iris var. occidentalis",NA,NA,0,0,"yes","Clavulina iris var. occidentalis",NA,NA
"Clavulina leveillei","Clavulina leveillei Overeem","yes","yes",0,4,NA,"Clavulina leveillei",NA,NA
"Clavulina lilliputiana","Clavulina lilliputiana Trappe & Castellano","yes","yes",0,1,NA,"Clavulina lilliputiana",NA,NA
"Clavulina puiggarii","Clavulina puiggarii (Speg.) Corner","yes",NA,0,0,NA,"Clavaria puiggarii, Clavulina puiggarii, Clavulinopsis puiggarii",NA,NA
"Clavulina reae","Clavulina reae",NA,NA,NA,NA,NA,NA,"yes",NA
"Clavulina rugosa","Clavulina rugosa (Bull.) J.Schröt.","yes","yes",554,19,NA,"Clavaria rugosa, Clavulina rugosa",NA,"yes"
"Clavulina samuelsii","Clavulina samuelsii",NA,"yes",0,3,"yes","Clavulina samuelsii","yes","yes"
"Clavulina setulosa","Clavulina setulosa (Berk.) Corner","yes",NA,0,0,NA,"Clavaria setulosa, Clavulina setulosa, Eriocladus setulosus, Lachnocladium setulosum",NA,NA
"Clavulina subrugosa","Clavulina subrugosa (Cleland) Corner","yes","yes",365,31,NA,"Clavaria subrugosa, Clavulina subrugosa",NA,"yes"
"Clavulina tasmanica","Clavulina tasmanica (Berk. ex Cooke) Corner","yes","yes",20,11,NA,"Clavaria tasmanica, Clavulina tasmanica",NA,NA
"Clavulina vinaceocervina","Clavulina vinaceocervina (Cleland) Corner","yes","yes",203,88,NA,"Clavaria vinaceocervina, Clavulina vinaceocervina",NA,NA
"Coltricia australica","Coltricia australica L.W.Zhou, Tedersoo & Y.C.Dai","yes","yes",176,1,NA,"Coltricia australica",NA,NA
"Coltricia cinnamomea","Coltricia cinnamomea (Jacq.) Murrill","yes","yes",1504,305,NA,"Boletus cinnamomeus, Coltricia cinnamomea, Coltricia oblectans, Microporus bulbipes, Microporus oblectans, Polyporus bulbipes, Polyporus cinnamomeus, Polyporus cladonia, Polyporus oblectans, Polyporus perdurans, Polystictus bulbipes, Polystictus cinnamomeus, Polystictus cladonia, Polystictus oblectans, Polystictus parvulus, Xanthochrous bulbipes, Xanthochrous oblectans, Xanthochrous perdurans",NA,"yes"
"Coltricia montagnei","Coltricia montagnei",NA,"yes",0,2,NA,"Coltricia montagnei",NA,"yes"
"Coltricia perennis","Coltricia perennis (L.) Murrill","yes","yes",4,11,NA,"Boletus perennis, Coltricia perennis, Polyporus perennis, Polystictus focicola, Polystictus perennis, Trametes perennis",NA,"yes"
